StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q12,Q62,Q64,Q66,RatingBlock_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"I consent to the use of my responses in a summarized for form in research reports, presentations, and/or publications.",Please rate this passage on a scale of very liberal to very conservative.,Was this text AI-generated or human-generated?,How confident are you in your answer to the previous question on a scale of very confident to very unconfident?,Rating Block - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID12""}","{""ImportId"":""QID62""}","{""ImportId"":""QID64""}","{""ImportId"":""QID66""}","{""ImportId"":""BL_23QdcfHiveEwWcC_DO""}"
12/12/2024 16:30,12/12/2024 16:33,IP Address,102.182.185.156,100,145,TRUE,12/12/2024 16:33,R_8bW22yEDOQlLBX2,,,,,-33.91,18.4304,anonymous,EN,I Agree,Very liberal,AI-generated,Somewhat confident,Q98|Q94|Q62
12/12/2024 22:23,12/12/2024 22:24,IP Address,105.245.96.97,100,29,TRUE,12/12/2024 22:24,R_8dMwwGDYEqEQu7H,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very liberal,AI-generated,Very confident,Q98|Q111|Q62
12/12/2024 22:23,12/12/2024 22:24,IP Address,83.168.77.0,100,44,TRUE,12/12/2024 22:24,R_25TKvcsPdudTMMa,,,,,51.086,16.9897,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q98|Q113|Q62
12/12/2024 22:23,12/12/2024 22:24,IP Address,197.184.182.201,100,60,TRUE,12/12/2024 22:24,R_8cAu9PqYGeVWmxv,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q98|Q102|Q62
12/12/2024 22:23,12/12/2024 22:24,IP Address,41.150.217.161,100,52,TRUE,12/12/2024 22:24,R_8nr8EIroCnvx8Pt,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very liberal,Human-generated,Very confident,Q98|Q104|Q62
12/12/2024 22:23,12/12/2024 22:25,IP Address,41.122.80.184,100,88,TRUE,12/12/2024 22:25,R_8yQpgqQgvLfSxRn,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Liberal,AI-generated,Very confident,Q98|Q107|Q62
12/12/2024 22:24,12/12/2024 22:25,IP Address,197.229.0.103,100,68,TRUE,12/12/2024 22:25,R_8oF19WA8Wab8kjG,,,,,-33.91,18.4304,anonymous,EN,I Agree,Conservative,Human-generated,Very confident,Q98|Q119|Q62
12/12/2024 22:24,12/12/2024 22:25,IP Address,169.255.146.70,100,52,TRUE,12/12/2024 22:25,R_2n88YNfDCqsdr1Y,,,,,-33.91,18.4304,anonymous,EN,I Agree,Conservative,Human-generated,Very confident,Q98|Q116|Q62
12/12/2024 22:24,12/12/2024 22:25,IP Address,68.151.198.37,100,71,TRUE,12/12/2024 22:25,R_13f0xMgIwkdTYn5,,,,,53.655,-113.3784,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q98|Q104|Q62
12/12/2024 22:24,12/12/2024 22:25,IP Address,197.221.102.30,100,46,TRUE,12/12/2024 22:25,R_8Xb8UlLKh7u1t5A,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q118|Q62
12/12/2024 22:24,12/12/2024 22:25,IP Address,102.218.228.157,100,38,TRUE,12/12/2024 22:25,R_8juIzJIUnyosxD0,,,,,-25.7848,29.4633,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q98|Q101|Q62
12/12/2024 22:24,12/12/2024 22:25,IP Address,95.250.82.122,100,35,TRUE,12/12/2024 22:25,R_8m4KakMoR7d1zVf,,,,,39.2074,9.1095,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q98|Q115|Q62
12/12/2024 22:24,12/12/2024 22:25,IP Address,177.230.78.191,100,62,TRUE,12/12/2024 22:25,R_5GKaQcxS5JBjyMz,,,,,25.758,-108.9984,anonymous,EN,I Agree,Neutral,AI-generated,Very confident,Q98|Q116|Q62
12/12/2024 22:23,12/12/2024 22:25,IP Address,41.145.197.53,100,101,TRUE,12/12/2024 22:25,R_8EGE8qQCfRvUuRu,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q98|Q110|Q62
12/12/2024 22:24,12/12/2024 22:25,IP Address,105.245.98.207,100,53,TRUE,12/12/2024 22:25,R_8Fm4KcPczZGnDHG,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,Human-generated,Very confident,Q98|Q119|Q62
12/12/2024 22:24,12/12/2024 22:25,IP Address,41.145.192.102,100,64,TRUE,12/12/2024 22:25,R_2uR8ohhE6gxPmSJ,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q98|Q116|Q62
12/12/2024 22:23,12/12/2024 22:25,IP Address,223.29.140.89,100,134,TRUE,12/12/2024 22:25,R_1Eqe9CD0Lj3GwEx,,,,,37.751,-97.822,anonymous,EN,I Agree,Very conservative,AI-generated,Very confident,Q98|Q115|Q62
12/12/2024 22:25,12/12/2024 22:25,IP Address,70.70.230.79,100,31,TRUE,12/12/2024 22:25,R_6yxlLcmaEujhndD,,,,,49.1378,-122.8521,anonymous,EN,I Agree,Very liberal,AI-generated,Somewhat confident,Q98|Q104|Q62
12/12/2024 22:24,12/12/2024 22:25,IP Address,41.56.189.195,100,78,TRUE,12/12/2024 22:25,R_2hDMIFO3nVXj21j,,,,,-33.91,18.4304,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q111|Q62
12/12/2024 22:24,12/12/2024 22:26,IP Address,75.152.31.67,100,71,TRUE,12/12/2024 22:26,R_6lGOTYL70U6J8T3,,,,,48.8313,-64.4775,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q103|Q62
12/12/2024 22:24,12/12/2024 22:26,IP Address,105.245.36.53,100,117,TRUE,12/12/2024 22:26,R_2VPhNoIZirIAL02,,,,,-26.0964,27.991,anonymous,EN,I Agree,Very liberal,Human-generated,Somewhat confident,Q98|Q113|Q62
12/12/2024 22:24,12/12/2024 22:26,IP Address,189.152.65.196,100,101,TRUE,12/12/2024 22:26,R_5dmvnu1BYCJLCE9,,,,,25.5011,-100.2383,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q98|Q108|Q62
12/12/2024 22:25,12/12/2024 22:26,IP Address,81.102.148.70,100,25,TRUE,12/12/2024 22:26,R_2Y5Gm8sah9dLnhs,,,,,51.5927,-2.9637,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q98|Q119|Q62
12/12/2024 22:24,12/12/2024 22:26,IP Address,78.88.119.197,100,103,TRUE,12/12/2024 22:26,R_23r0XV7CbgPuRjz,,,,,52.4215,16.9044,anonymous,EN,I Agree,Conservative,Human-generated,Neutral,Q98|Q102|Q62
12/12/2024 22:25,12/12/2024 22:26,IP Address,41.13.72.112,100,52,TRUE,12/12/2024 22:26,R_2OSYm7AmAlN3mP4,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q98|Q110|Q62
12/12/2024 22:23,12/12/2024 22:26,IP Address,187.154.106.149,100,179,TRUE,12/12/2024 22:26,R_5dzqJ9mvPqdGOR9,,,,,18.0161,-92.9008,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q98|Q104|Q62
12/12/2024 22:24,12/12/2024 22:26,IP Address,105.1.93.66,100,124,TRUE,12/12/2024 22:26,R_8NKVCF9fADT00ud,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Conservative,Human-generated,Very confident,Q98|Q102|Q62
12/12/2024 22:25,12/12/2024 22:26,IP Address,197.184.176.180,100,98,TRUE,12/12/2024 22:26,R_2Hu0eovq1TS9trk,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q98|Q103|Q62
12/12/2024 22:26,12/12/2024 22:26,IP Address,105.12.7.239,100,49,TRUE,12/12/2024 22:26,R_8NJyjepqGf9eJCA,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Very liberal,Human-generated,Very confident,Q98|Q119|Q62
12/12/2024 22:25,12/12/2024 22:26,IP Address,201.146.236.220,100,80,TRUE,12/12/2024 22:26,R_3jvUxgnRHbnraUV,,,,,31.6897,-106.3887,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat unconfident,Q98|Q118|Q62
12/12/2024 22:23,12/12/2024 22:26,IP Address,114.49.57.102,100,179,TRUE,12/12/2024 22:27,R_4pYl0m03NPhkZof,,,,,35.6897,139.6895,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q98|Q102|Q62
12/12/2024 22:25,12/12/2024 22:27,IP Address,175.176.11.142,100,84,TRUE,12/12/2024 22:27,R_40IUwEzhKCB1asp,,,,,14.5955,120.9721,anonymous,EN,I Agree,Conservative,Human-generated,Very confident,Q98|Q117|Q62
12/12/2024 22:25,12/12/2024 22:27,IP Address,184.99.44.252,100,64,TRUE,12/12/2024 22:27,R_3qOiQCeUxDdfRRL,,,,,38.9203,-104.7005,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q109|Q62
12/12/2024 22:26,12/12/2024 22:27,IP Address,41.122.40.45,100,32,TRUE,12/12/2024 22:27,R_8I61OJZlajh3uHn,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q98|Q101|Q62
12/12/2024 22:25,12/12/2024 22:27,IP Address,105.12.0.228,100,117,TRUE,12/12/2024 22:27,R_27NXRB1XJgarYcG,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Very conservative,Human-generated,Very unconfident,Q98|Q119|Q62
12/12/2024 22:26,12/12/2024 22:27,IP Address,105.245.114.96,100,60,TRUE,12/12/2024 22:27,R_2S34pXkXftwqv9N,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q98|Q111|Q62
12/12/2024 22:26,12/12/2024 22:27,IP Address,41.150.227.253,100,42,TRUE,12/12/2024 22:27,R_8DJdhnZ5w10ufTN,,,,,-26.0964,27.991,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q98|Q116|Q62
12/12/2024 22:25,12/12/2024 22:27,IP Address,31.152.227.80,100,84,TRUE,12/12/2024 22:27,R_89glDiWPqgsEd4N,,,,,40.6439,22.9358,anonymous,EN,I Agree,Neutral,Human-generated,Neutral,Q98|Q118|Q62
12/12/2024 22:25,12/12/2024 22:27,IP Address,165.165.109.180,100,100,TRUE,12/12/2024 22:27,R_2IPEcXphGQWru9o,,,,,-26.0964,27.991,anonymous,EN,I Agree,Neutral,Human-generated,Very confident,Q98|Q105|Q62
12/12/2024 22:26,12/12/2024 22:27,IP Address,177.228.117.213,100,77,TRUE,12/12/2024 22:27,R_6k5YyYpIxWn5j8d,,,,,24.5724,-107.4706,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q107|Q62
12/12/2024 22:26,12/12/2024 22:27,IP Address,197.184.95.123,100,82,TRUE,12/12/2024 22:27,R_23au4v3ho81o8Lv,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Liberal,AI-generated,Very confident,Q98|Q102|Q62
12/12/2024 22:24,12/12/2024 22:27,IP Address,102.32.101.177,100,209,TRUE,12/12/2024 22:27,R_8XVJKwiHhAknTwJ,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,AI-generated,Neutral,Q98|Q104|Q62
12/12/2024 22:26,12/12/2024 22:27,IP Address,209.195.112.250,100,85,TRUE,12/12/2024 22:27,R_1yTrVaqVXIFmOFX,,,,,43.4325,-80.4995,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q98|Q108|Q62
12/12/2024 22:25,12/12/2024 22:27,IP Address,41.144.100.131,100,125,TRUE,12/12/2024 22:27,R_2JFLFAfOeXadSsL,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Neutral,AI-generated,Very confident,Q98|Q118|Q62
12/12/2024 22:25,12/12/2024 22:27,IP Address,102.22.192.66,100,111,TRUE,12/12/2024 22:27,R_2bWm7f4L4UWNWcF,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Liberal,AI-generated,Neutral,Q98|Q106|Q62
12/12/2024 22:26,12/12/2024 22:27,IP Address,84.251.167.17,100,97,TRUE,12/12/2024 22:27,R_8Rpp5DrR7FQWNlD,,,,,62.2406,25.7467,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat unconfident,Q98|Q115|Q62
12/12/2024 22:26,12/12/2024 22:27,IP Address,105.12.3.249,100,75,TRUE,12/12/2024 22:27,R_8ddm8qTLUUWbPX7,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Liberal,AI-generated,Neutral,Q98|Q119|Q62
12/12/2024 22:25,12/12/2024 22:27,IP Address,118.235.94.137,100,128,TRUE,12/12/2024 22:27,R_4irpmZvywq1OHZH,,,,,36.3653,127.4405,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q108|Q62
12/12/2024 22:26,12/12/2024 22:27,IP Address,165.165.108.121,100,86,TRUE,12/12/2024 22:27,R_810FNQ3PmjV6ae5,,,,,-26.0964,27.991,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q98|Q116|Q62
12/12/2024 22:24,12/12/2024 22:28,IP Address,41.132.35.194,100,197,TRUE,12/12/2024 22:28,R_2R9OX3IXfdOiJTX,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q111|Q62
12/12/2024 22:24,12/12/2024 22:28,IP Address,102.215.32.230,100,218,TRUE,12/12/2024 22:28,R_8U0pB0nZrnaeWKU,,,,,1,38,anonymous,EN,I Agree,Very conservative,Human-generated,Very confident,Q98|Q110|Q62
12/12/2024 22:28,12/12/2024 22:28,IP Address,102.22.192.66,100,21,TRUE,12/12/2024 22:28,R_8rU8zsPvtpfTNpP,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Liberal,AI-generated,Neutral,Q98|Q106|Q62
12/12/2024 22:26,12/12/2024 22:28,IP Address,41.121.51.90,100,123,TRUE,12/12/2024 22:28,R_8yaoHczd1zB7Mxq,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q106|Q62
12/12/2024 22:24,12/12/2024 22:28,IP Address,41.144.101.189,100,221,TRUE,12/12/2024 22:28,R_2QLsiMo3rniW9yn,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Liberal,Human-generated,Very confident,Q98|Q99|Q62
12/12/2024 22:26,12/12/2024 22:28,IP Address,80.215.253.212,100,108,TRUE,12/12/2024 22:28,R_86bZYSBOE10bdxz,,,,,48.8323,2.4075,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q101|Q62
12/12/2024 22:26,12/12/2024 22:28,IP Address,152.78.0.24,100,110,TRUE,12/12/2024 22:28,R_2n0rbpIl4XoaxJH,,,,,50.9469,-1.4112,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q100|Q62
12/12/2024 22:27,12/12/2024 22:28,IP Address,102.216.75.216,100,108,TRUE,12/12/2024 22:28,R_82KBm3gNNg6XpdI,,,,,-32.896,17.9837,anonymous,EN,I Agree,Neutral,Human-generated,Very confident,Q98|Q119|Q62
12/12/2024 22:25,12/12/2024 22:28,IP Address,41.116.152.102,100,218,TRUE,12/12/2024 22:28,R_2MUojtJYiWG6bfj,,,,,-34.0486,18.4811,anonymous,EN,I Agree,Neutral,AI-generated,Neutral,Q98|Q116|Q62
12/12/2024 22:26,12/12/2024 22:28,IP Address,41.144.2.96,100,156,TRUE,12/12/2024 22:28,R_83jdBEd7xnBvwXJ,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q98|Q110|Q62
12/12/2024 22:28,12/12/2024 22:29,IP Address,118.235.94.137,100,63,TRUE,12/12/2024 22:29,R_4R3O67ubR0QzAhl,,,,,36.3653,127.4405,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q98|Q106|Q62
12/12/2024 22:26,12/12/2024 22:29,IP Address,83.59.232.225,100,171,TRUE,12/12/2024 22:29,R_8KqFaRzeieVGf7w,,,,,28.0932,-15.4574,anonymous,EN,I Agree,Neutral,Human-generated,Neutral,Q98|Q101|Q62
12/12/2024 22:26,12/12/2024 22:29,IP Address,41.13.4.214,100,161,TRUE,12/12/2024 22:29,R_2SqpwnpsHyF3epa,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Neutral,AI-generated,Very confident,Q98|Q102|Q62
12/12/2024 22:29,12/12/2024 22:29,IP Address,41.121.51.90,100,29,TRUE,12/12/2024 22:29,R_8hrN4unrfjF2eSV,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Neutral,AI-generated,Very confident,Q98|Q120|Q62
12/12/2024 22:26,12/12/2024 22:32,IP Address,41.121.79.71,100,332,TRUE,12/12/2024 22:32,R_8qKHAcw4KVFx8zf,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very conservative,Human-generated,Somewhat confident,Q98|Q106|Q62
12/12/2024 22:29,12/12/2024 22:32,IP Address,211.119.150.211,100,176,TRUE,12/12/2024 22:32,R_4i1xI6hdn93cmWZ,,,,,36.8242,127.1293,anonymous,EN,I Agree,Liberal,Human-generated,Neutral,Q98|Q114|Q62
12/12/2024 22:26,12/12/2024 22:32,IP Address,82.141.164.219,100,387,TRUE,12/12/2024 22:32,R_82o2hzTgi0SlVyh,,,,,47.5636,19.0947,anonymous,EN,I Agree,Neutral,Human-generated,Neutral,Q98|Q102|Q62
12/12/2024 22:26,12/12/2024 22:33,IP Address,105.245.108.222,100,413,TRUE,12/12/2024 22:33,R_2EheRIft46sgA7L,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q98|Q102|Q62
12/12/2024 22:32,12/12/2024 22:34,IP Address,211.119.150.211,100,92,TRUE,12/12/2024 22:34,R_4ET3XOT0EeoEGoT,,,,,36.8242,127.1293,anonymous,EN,I Agree,Liberal,Human-generated,Neutral,Q98|Q108|Q62
12/12/2024 22:31,12/12/2024 22:35,IP Address,41.122.40.52,100,216,TRUE,12/12/2024 22:35,R_8aLic38LQ0nEZwJ,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Very conservative,Human-generated,Somewhat confident,Q98|Q111|Q62
12/12/2024 22:34,12/12/2024 22:37,IP Address,41.122.195.30,100,203,TRUE,12/12/2024 22:37,R_2PyShqmgu3gGnxC,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q98|Q106|Q62
12/12/2024 22:36,12/12/2024 22:38,IP Address,41.90.5.5,100,121,TRUE,12/12/2024 22:38,R_2onMsyZsr7CLNBf,,,,,-1.2841,36.8155,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q98|Q119|Q62
