StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q12,Q62,Q64,Q66,RatingBlock_DO
Start Date,End Date,Response Type,IP Address,Progress,Duration (in seconds),Finished,Recorded Date,Response ID,Recipient Last Name,Recipient First Name,Recipient Email,External Data Reference,Location Latitude,Location Longitude,Distribution Channel,User Language,"I consent to the use of my responses in a summarized for form in research reports, presentations, and/or publications.",Please rate this passage on a scale of very liberal to very conservative.,Was this text AI-generated or human-generated?,How confident are you in your answer to the previous question on a scale of very confident to very unconfident?,Rating Block - Display Order
"{""ImportId"":""startDate"",""timeZone"":""America/Denver""}","{""ImportId"":""endDate"",""timeZone"":""America/Denver""}","{""ImportId"":""status""}","{""ImportId"":""ipAddress""}","{""ImportId"":""progress""}","{""ImportId"":""duration""}","{""ImportId"":""finished""}","{""ImportId"":""recordedDate"",""timeZone"":""America/Denver""}","{""ImportId"":""_recordId""}","{""ImportId"":""recipientLastName""}","{""ImportId"":""recipientFirstName""}","{""ImportId"":""recipientEmail""}","{""ImportId"":""externalDataReference""}","{""ImportId"":""locationLatitude""}","{""ImportId"":""locationLongitude""}","{""ImportId"":""distributionChannel""}","{""ImportId"":""userLanguage""}","{""ImportId"":""QID12""}","{""ImportId"":""QID62""}","{""ImportId"":""QID64""}","{""ImportId"":""QID66""}","{""ImportId"":""BL_23QdcfHiveEwWcC_DO""}"
12/12/2024 16:05,12/12/2024 16:07,IP Address,180.40.235.234,100,113,TRUE,12/12/2024 16:07,R_4d7e4wssvOCLkdn,,,,,34.7205,135.2763,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q19|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,41.246.128.166,100,124,TRUE,12/12/2024 16:07,R_2rjfFJoarA7wFWh,,,,,-33.9506,25.6228,anonymous,EN,I Agree,Very liberal,Human-generated,Very confident,Q15|Q46|Q62
12/12/2024 16:04,12/12/2024 16:07,IP Address,105.245.166.141,100,140,TRUE,12/12/2024 16:07,R_2uVa220BQDZQdiN,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Conservative,Human-generated,Neutral,Q15|Q27|Q62
12/12/2024 16:04,12/12/2024 16:07,IP Address,197.237.205.121,100,168,TRUE,12/12/2024 16:07,R_8dl6drRQgh1opVL,,,,,-1.2841,36.8155,anonymous,EN,I Agree,Conservative,Human-generated,Neutral,Q15|Q30|Q62
12/12/2024 16:04,12/12/2024 16:07,IP Address,105.224.25.28,100,147,TRUE,12/12/2024 16:07,R_2fmPTyEIElEp4Tn,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q40|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,139.171.32.146,100,146,TRUE,12/12/2024 16:07,R_5k6x28XPxBbgMge,,,,,37.751,-97.822,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q15|Q21|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,189.215.158.140,100,115,TRUE,12/12/2024 16:07,R_5bDP9pI6zMfPUiZ,,,,,31.8153,-116.606,anonymous,EN,I Agree,Very conservative,AI-generated,Neutral,Q15|Q39|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,79.144.84.99,100,150,TRUE,12/12/2024 16:07,R_8RQbUxBV8RYwFxe,,,,,36.7125,-4.407,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q15|Q31|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,2.81.130.88,100,150,TRUE,12/12/2024 16:07,R_2uxjIZCj8x1YTto,,,,,40.9893,-7.6161,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat unconfident,Q15|Q23|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,37.138.124.206,100,150,TRUE,12/12/2024 16:07,R_2L0ZUNL52tN6QyK,,,,,53.5757,7.7717,anonymous,EN,I Agree,Liberal,Human-generated,Neutral,Q15|Q30|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,197.185.236.189,100,136,TRUE,12/12/2024 16:07,R_2nQ1jPvQtgVkFof,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very conservative,Human-generated,Neutral,Q15|Q17|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,41.144.39.15,100,82,TRUE,12/12/2024 16:07,R_2dtE9YaZlZoUccm,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Liberal,Human-generated,Neutral,Q15|Q37|Q62
12/12/2024 16:05,12/12/2024 16:07,IP Address,168.158.102.122,100,151,TRUE,12/12/2024 16:07,R_5JmCuIRxDu4uxec,,,,,33.2516,-111.7006,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q15|Q20|Q62
12/12/2024 16:06,12/12/2024 16:07,IP Address,41.193.168.22,100,105,TRUE,12/12/2024 16:07,R_2KrLqeVA5sBLZ1r,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q15|Q24|Q62
12/12/2024 16:06,12/12/2024 16:08,IP Address,104.247.237.19,100,77,TRUE,12/12/2024 16:08,R_6uHDo1dVJ4CO1ar,,,,,43.626,-79.5223,anonymous,EN,I Agree,Conservative,AI-generated,Neutral,Q15|Q29|Q62
12/12/2024 16:04,12/12/2024 16:08,IP Address,87.196.100.137,100,241,TRUE,12/12/2024 16:08,R_2KTLL5EmH70W9Nt,,,,,38.731,-9.1373,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q59|Q62
12/12/2024 16:04,12/12/2024 16:08,IP Address,51.191.167.23,100,244,TRUE,12/12/2024 16:08,R_8dMKD7A3mnRaLow,,,,,52.0361,-0.7006,anonymous,EN,I Agree,Very conservative,Human-generated,Very confident,Q15|Q42|Q62
12/12/2024 16:07,12/12/2024 16:08,IP Address,197.237.205.121,100,34,TRUE,12/12/2024 16:08,R_2sAmPJr3VZtI7eU,,,,,-1.2841,36.8155,anonymous,EN,I Agree,Conservative,Human-generated,Neutral,Q15|Q48|Q62
12/12/2024 16:05,12/12/2024 16:08,IP Address,102.223.58.232,100,188,TRUE,12/12/2024 16:08,R_22qKr0cVxW2yYkV,,,,,-26.0964,27.991,anonymous,EN,I Agree,Neutral,AI-generated,Very confident,Q15|Q40|Q62
12/12/2024 16:06,12/12/2024 16:08,IP Address,187.234.205.96,100,126,TRUE,12/12/2024 16:08,R_528P41H8P1PlGnL,,,,,19.9713,-98.775,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q15|Q35|Q62
12/12/2024 16:04,12/12/2024 16:08,IP Address,217.65.125.149,100,285,TRUE,12/12/2024 16:08,R_2pMhuEjNlVN2Lhn,,,,,47.9573,21.7151,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q33|Q62
12/12/2024 16:06,12/12/2024 16:09,IP Address,105.233.224.10,100,179,TRUE,12/12/2024 16:09,R_2s4jq3kkC92CVcj,,,,,-23.85,29.38,anonymous,EN,I Agree,Neutral,AI-generated,Neutral,Q15|Q43|Q62
12/12/2024 16:05,12/12/2024 16:09,IP Address,41.150.225.131,100,248,TRUE,12/12/2024 16:09,R_2ZwUGhP0llTHcjf,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Very liberal,Human-generated,Somewhat unconfident,Q15|Q50|Q62
12/12/2024 16:07,12/12/2024 16:09,IP Address,196.39.193.194,100,101,TRUE,12/12/2024 16:09,R_8JQnlw1vc2UqT6N,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q49|Q62
12/12/2024 16:04,12/12/2024 16:10,IP Address,95.108.21.170,100,323,TRUE,12/12/2024 16:10,R_25syuwlEFWnRD8K,,,,,52.4485,16.9161,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat unconfident,Q15|Q38|Q62
12/12/2024 16:05,12/12/2024 16:10,IP Address,151.41.252.125,100,279,TRUE,12/12/2024 16:10,R_2upSvjAxVFBDUdm,,,,,44.799,10.3234,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q29|Q62
12/12/2024 16:05,12/12/2024 16:10,IP Address,93.108.58.187,100,268,TRUE,12/12/2024 16:10,R_2FJPKUyBO2dJ95x,,,,,38.731,-9.1373,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q15|Q29|Q62
12/12/2024 16:05,12/12/2024 16:10,IP Address,176.79.5.128,100,331,TRUE,12/12/2024 16:10,R_2T2EDaaRfwiHm4V,,,,,41.2951,-8.3584,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q15|Q31|Q62
12/12/2024 16:10,12/12/2024 16:10,IP Address,95.108.21.170,100,12,TRUE,12/12/2024 16:10,R_8lFBvXIERY2RzQR,,,,,52.4485,16.9161,anonymous,EN,I Agree,Liberal,Human-generated,Very confident,Q15|Q34|Q62
12/12/2024 16:05,12/12/2024 16:11,IP Address,186.107.67.9,100,338,TRUE,12/12/2024 16:11,R_38zzDZK0fTJMV7D,,,,,-33.4521,-70.6536,anonymous,EN,I Agree,Very conservative,Human-generated,Somewhat confident,Q15|Q52|Q62
12/12/2024 16:09,12/12/2024 16:12,IP Address,173.183.29.10,100,188,TRUE,12/12/2024 16:12,R_6ebbLuniiAgaQzB,,,,,49.1836,-123.1164,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat unconfident,Q15|Q35|Q62
12/12/2024 16:12,12/12/2024 16:13,IP Address,64.231.158.10,100,39,TRUE,12/12/2024 16:13,R_7rNB2S2W4X58Jlg,,,,,43.8137,-79.4531,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q15|Q57|Q62
12/12/2024 16:12,12/12/2024 16:13,IP Address,82.132.184.81,100,80,TRUE,12/12/2024 16:13,R_8kZUJKKeFu8bQxr,,,,,51.4964,-0.1224,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q15|Q33|Q62
12/12/2024 16:14,12/12/2024 16:15,IP Address,197.184.165.150,100,47,TRUE,12/12/2024 16:15,R_8IsYLYvajFkQgk9,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Neutral,AI-generated,Very confident,Q15|Q40|Q62
12/12/2024 16:15,12/12/2024 16:16,IP Address,31.15.149.224,100,58,TRUE,12/12/2024 16:16,R_8SCBgCnVAydZCZt,,,,,46.0503,14.5046,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q60|Q62
12/12/2024 16:15,12/12/2024 16:16,IP Address,179.57.122.137,100,50,TRUE,12/12/2024 16:16,R_1nFyIlaCbwt5gZz,,,,,-38.7315,-72.5992,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q15|Q34|Q62
12/12/2024 16:15,12/12/2024 16:16,IP Address,188.191.221.225,100,85,TRUE,12/12/2024 16:16,R_8f7RhMcU2dEfaKk,,,,,50.8825,18.6945,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q59|Q62
12/12/2024 22:17,12/12/2024 22:17,IP Address,41.56.189.195,100,53,TRUE,12/12/2024 22:17,R_87S75yD854leveh,,,,,-33.91,18.4304,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q15|Q81|Q62
12/12/2024 22:17,12/12/2024 22:18,IP Address,41.13.72.112,100,48,TRUE,12/12/2024 22:18,R_8qszYevruKmcLmp,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Neutral,Human-generated,Very confident,Q15|Q85|Q62
12/12/2024 22:17,12/12/2024 22:18,IP Address,160.119.226.79,100,60,TRUE,12/12/2024 22:18,R_2fmiEqa3OCLl3B7,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,Human-generated,Very confident,Q15|Q90|Q62
12/12/2024 22:17,12/12/2024 22:18,IP Address,179.60.70.104,100,57,TRUE,12/12/2024 22:18,R_3flF5ZP1plg7w4N,,,,,-33.042,-71.4497,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q82|Q62
12/12/2024 22:17,12/12/2024 22:18,IP Address,82.141.164.219,100,61,TRUE,12/12/2024 22:18,R_2nV2xJKSN28xhHi,,,,,47.5636,19.0947,anonymous,EN,I Agree,Neutral,Human-generated,Neutral,Q15|Q74|Q62
12/12/2024 22:17,12/12/2024 22:18,IP Address,189.217.207.249,100,96,TRUE,12/12/2024 22:18,R_6Yag7hYBR7mPdMl,,,,,19.4354,-99.1427,anonymous,EN,I Agree,Very conservative,AI-generated,Very confident,Q15|Q86|Q62
12/12/2024 22:18,12/12/2024 22:19,IP Address,83.168.77.0,100,25,TRUE,12/12/2024 22:19,R_2NRuFzRvZ5B70JO,,,,,51.086,16.9897,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q74|Q62
12/12/2024 22:17,12/12/2024 22:19,IP Address,105.245.36.53,100,80,TRUE,12/12/2024 22:19,R_239l7IpizjkQFwT,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Very liberal,AI-generated,Neutral,Q15|Q76|Q62
12/12/2024 22:18,12/12/2024 22:19,IP Address,68.229.174.90,100,50,TRUE,12/12/2024 22:19,R_15FlFgsDv5ij6sn,,,,,41.2975,-96.0993,anonymous,EN,I Agree,Conservative,AI-generated,Very unconfident,Q15|Q84|Q62
12/12/2024 22:17,12/12/2024 22:19,IP Address,179.60.70.16,100,111,TRUE,12/12/2024 22:19,R_1nO7zN0fxouv90F,,,,,-33.042,-71.4497,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q15|Q73|Q62
12/12/2024 22:19,12/12/2024 22:19,IP Address,179.60.70.104,100,28,TRUE,12/12/2024 22:19,R_7KBjm7d3gTK2xj3,,,,,-33.042,-71.4497,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q69|Q62
12/12/2024 22:17,12/12/2024 22:19,IP Address,197.229.0.103,100,136,TRUE,12/12/2024 22:19,R_2w4i74KsNmlYMFd,,,,,-33.91,18.4304,anonymous,EN,I Agree,Neutral,Human-generated,Very confident,Q15|Q70|Q62
12/12/2024 22:18,12/12/2024 22:19,IP Address,197.184.95.123,100,97,TRUE,12/12/2024 22:19,R_2deMetUjbuvViYp,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat unconfident,Q15|Q67|Q62
12/12/2024 22:18,12/12/2024 22:19,IP Address,75.152.31.67,100,102,TRUE,12/12/2024 22:19,R_6r684WxNS4FKy9A,,,,,48.8313,-64.4775,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q95|Q62
12/12/2024 22:18,12/12/2024 22:19,IP Address,189.155.166.174,100,65,TRUE,12/12/2024 22:19,R_1OkvcmidGbS1mgF,,,,,24.0619,-104.5577,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q15|Q80|Q62
12/12/2024 22:17,12/12/2024 22:19,IP Address,79.168.44.216,100,128,TRUE,12/12/2024 22:19,R_2sudVMeSjjZojcM,,,,,38.8011,-9.3313,anonymous,EN,I Agree,Very conservative,Human-generated,Neutral,Q15|Q75|Q62
12/12/2024 22:17,12/12/2024 22:20,IP Address,102.215.32.230,100,121,TRUE,12/12/2024 22:20,R_2M5enLdSphJA9Yl,,,,,1,38,anonymous,EN,I Agree,Very conservative,Human-generated,Very confident,Q15|Q95|Q62
12/12/2024 22:19,12/12/2024 22:20,IP Address,169.255.146.70,100,55,TRUE,12/12/2024 22:20,R_85LVVLL4wAym9XI,,,,,-33.91,18.4304,anonymous,EN,I Agree,Conservative,AI-generated,Very confident,Q15|Q94|Q62
12/12/2024 22:19,12/12/2024 22:20,IP Address,70.70.230.79,100,47,TRUE,12/12/2024 22:20,R_6K2YNbzcE3Mr3bj,,,,,49.1378,-122.8521,anonymous,EN,I Agree,Very liberal,AI-generated,Neutral,Q15|Q69|Q62
12/12/2024 22:18,12/12/2024 22:20,IP Address,105.1.93.66,100,130,TRUE,12/12/2024 22:20,R_2B0YRZDPme3HSUh,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q15|Q80|Q62
12/12/2024 22:17,12/12/2024 22:20,IP Address,197.79.2.115,100,161,TRUE,12/12/2024 22:20,R_2Dupv75KZ7AhMGY,,,,,-28.9984,23.9888,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q78|Q62
12/12/2024 22:19,12/12/2024 22:20,IP Address,105.9.154.26,100,88,TRUE,12/12/2024 22:20,R_2rRIU81Ssrja6Rz,,,,,-34.0486,18.4811,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat unconfident,Q15|Q79|Q62
12/12/2024 22:19,12/12/2024 22:20,IP Address,81.102.148.70,100,40,TRUE,12/12/2024 22:20,R_2LjxWO1GvJOMvjE,,,,,51.5927,-2.9637,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q15|Q68|Q62
12/12/2024 22:19,12/12/2024 22:20,IP Address,105.225.156.115,100,60,TRUE,12/12/2024 22:20,R_2geZoepYMSmZ1EB,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q86|Q62
12/12/2024 22:19,12/12/2024 22:21,IP Address,188.221.24.126,100,81,TRUE,12/12/2024 22:21,R_22ViR0HXSMUJamE,,,,,51.4236,-0.0668,anonymous,EN,I Agree,Very liberal,AI-generated,Somewhat confident,Q15|Q80|Q62
12/12/2024 22:19,12/12/2024 22:21,IP Address,82.132.244.39,100,100,TRUE,12/12/2024 22:21,R_2CpPPYNY1V87D2H,,,,,52.4328,-2.0317,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q15|Q72|Q62
12/12/2024 22:21,12/12/2024 22:21,IP Address,105.9.154.26,100,17,TRUE,12/12/2024 22:21,R_8g8csggCQTwxYLD,,,,,-34.0486,18.4811,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q89|Q62
12/12/2024 22:19,12/12/2024 22:21,IP Address,175.176.11.142,100,125,TRUE,12/12/2024 22:21,R_4y5grLTNg5whPTr,,,,,14.5955,120.9721,anonymous,EN,I Agree,Liberal,Human-generated,Somewhat confident,Q15|Q94|Q62
12/12/2024 22:20,12/12/2024 22:21,IP Address,5.187.172.161,100,63,TRUE,12/12/2024 22:21,R_25uvvc2eQEqwRHw,,,,,47.6838,19.1401,anonymous,EN,I Agree,Neutral,AI-generated,Very unconfident,Q15|Q76|Q62
12/12/2024 22:20,12/12/2024 22:21,IP Address,207.81.155.67,100,76,TRUE,12/12/2024 22:21,R_7VpuV1IBFDGXNgl,,,,,49.2824,-123.0399,anonymous,EN,I Agree,Liberal,AI-generated,Very confident,Q15|Q85|Q62
12/12/2024 22:20,12/12/2024 22:21,IP Address,105.245.114.96,100,59,TRUE,12/12/2024 22:21,R_2ZQQnw6vldkBl5Y,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat confident,Q15|Q71|Q62
12/12/2024 22:18,12/12/2024 22:21,IP Address,165.165.109.180,100,187,TRUE,12/12/2024 22:21,R_2snhddRFRCiwcOB,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Neutral,Human-generated,Very confident,Q15|Q85|Q62
12/12/2024 22:21,12/12/2024 22:21,IP Address,105.9.154.26,100,17,TRUE,12/12/2024 22:21,R_2Tpu6V1MyJU7GYV,,,,,-34.0486,18.4811,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q88|Q62
12/12/2024 22:19,12/12/2024 22:21,IP Address,196.25.50.4,100,106,TRUE,12/12/2024 22:21,R_2GoVHob10ESK33P,,,,,-33.91,18.4304,anonymous,EN,I Agree,Liberal,Human-generated,Neutral,Q15|Q71|Q62
12/12/2024 22:20,12/12/2024 22:21,IP Address,148.63.16.240,100,67,TRUE,12/12/2024 22:21,R_2Tw6gtQyzgjzz7W,,,,,38.731,-9.1373,anonymous,EN,I Agree,Very conservative,Human-generated,Somewhat unconfident,Q15|Q89|Q62
12/12/2024 22:19,12/12/2024 22:21,IP Address,41.121.52.175,100,120,TRUE,12/12/2024 22:21,R_2v7FFaNQGwf6ztz,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,AI-generated,Neutral,Q15|Q88|Q62
12/12/2024 22:19,12/12/2024 22:21,IP Address,197.221.102.30,100,122,TRUE,12/12/2024 22:21,R_2HI2eNbILpEPOdr,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q76|Q62
12/12/2024 22:20,12/12/2024 22:21,IP Address,95.250.82.122,100,64,TRUE,12/12/2024 22:21,R_2zBht8WGL3cgbcw,,,,,39.2074,9.1095,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat unconfident,Q15|Q79|Q62
12/12/2024 22:20,12/12/2024 22:21,IP Address,187.188.37.101,100,107,TRUE,12/12/2024 22:21,R_1hu5GDzsoAGw9ua,,,,,28.191,-105.4737,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q87|Q62
12/12/2024 22:20,12/12/2024 22:22,IP Address,109.182.140.53,100,64,TRUE,12/12/2024 22:22,R_2PTIjZF5PFw6IsF,,,,,46.1259,13.9828,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q83|Q62
12/12/2024 22:20,12/12/2024 22:22,IP Address,83.59.232.225,100,94,TRUE,12/12/2024 22:22,R_2TdjEkDbeqzxnhL,,,,,28.0932,-15.4574,anonymous,EN,I Agree,Neutral,AI-generated,Neutral,Q15|Q89|Q62
12/12/2024 22:20,12/12/2024 22:22,IP Address,41.150.217.161,100,98,TRUE,12/12/2024 22:22,R_2qgjx1FyroTrop6,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very liberal,Human-generated,Very confident,Q15|Q82|Q62
12/12/2024 22:19,12/12/2024 22:22,IP Address,41.13.94.228,100,177,TRUE,12/12/2024 22:22,R_2GdIn51u7KcmpBV,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,Human-generated,Neutral,Q15|Q84|Q62
12/12/2024 22:21,12/12/2024 22:22,IP Address,96.240.29.132,100,65,TRUE,12/12/2024 22:22,R_5GpoJS2PtmOjGAC,,,,,40.4131,-74.2372,anonymous,EN,I Agree,Conservative,AI-generated,Neutral,Q15|Q84|Q62
12/12/2024 22:19,12/12/2024 22:22,IP Address,41.145.192.102,100,204,TRUE,12/12/2024 22:22,R_8TnieAW0OItBtfe,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q68|Q62
12/12/2024 22:20,12/12/2024 22:22,IP Address,99.63.182.108,100,102,TRUE,12/12/2024 22:22,R_5tr72i0eB3avzOw,,,,,42.4422,-87.8396,anonymous,EN,I Agree,Conservative,Human-generated,Neutral,Q15|Q90|Q62
12/12/2024 22:21,12/12/2024 22:22,IP Address,177.228.117.213,100,89,TRUE,12/12/2024 22:22,R_3KU6mwTCd2iLSx4,,,,,24.5724,-107.4706,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q85|Q62
12/12/2024 22:19,12/12/2024 22:22,IP Address,41.13.238.192,100,166,TRUE,12/12/2024 22:22,R_2CPL30KfN7lXPcr,,,,,-33.91,18.4304,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q84|Q62
12/12/2024 22:21,12/12/2024 22:22,IP Address,105.245.96.97,100,52,TRUE,12/12/2024 22:22,R_21NlmX5Axs24sjY,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Very liberal,Human-generated,Somewhat confident,Q15|Q86|Q62
12/12/2024 22:21,12/12/2024 22:22,IP Address,73.79.85.124,100,101,TRUE,12/12/2024 22:22,R_6gyuUO0Sj5lEahr,,,,,40.5662,-79.7078,anonymous,EN,I Agree,Very conservative,AI-generated,Somewhat unconfident,Q15|Q76|Q62
12/12/2024 22:19,12/12/2024 22:22,IP Address,41.123.104.39,100,196,TRUE,12/12/2024 22:22,R_2j394nn0dgmqMmy,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Neutral,Human-generated,Neutral,Q15|Q74|Q62
12/12/2024 22:20,12/12/2024 22:22,IP Address,41.121.29.196,100,137,TRUE,12/12/2024 22:22,R_2EmyceTT9bwUbMe,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q15|Q77|Q62
12/12/2024 22:21,12/12/2024 22:22,IP Address,102.221.118.132,100,61,TRUE,12/12/2024 22:23,R_2PlJxHZLkdCwLU5,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q15|Q72|Q62
12/12/2024 22:18,12/12/2024 22:23,IP Address,105.12.7.239,100,260,TRUE,12/12/2024 22:23,R_2zfAEQjo5yhatm9,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Liberal,AI-generated,Neutral,Q15|Q71|Q62
12/12/2024 22:20,12/12/2024 22:23,IP Address,197.184.176.180,100,151,TRUE,12/12/2024 22:23,R_2CdYgRCw3tH2iut,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Neutral,Human-generated,Somewhat confident,Q15|Q87|Q62
12/12/2024 22:22,12/12/2024 22:23,IP Address,89.155.41.24,100,66,TRUE,12/12/2024 22:23,R_2MFj08F5PyWLrWZ,,,,,41.1765,-8.6877,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q94|Q62
12/12/2024 22:21,12/12/2024 22:23,IP Address,102.39.3.60,100,93,TRUE,12/12/2024 22:23,R_2DnZnCdycjQpPoF,,,,,-26.1044,28.2521,anonymous,EN,I Agree,Neutral,AI-generated,Neutral,Q15|Q73|Q62
12/12/2024 22:21,12/12/2024 22:23,IP Address,84.251.167.17,100,131,TRUE,12/12/2024 22:23,R_2lMpOMfXK8Ppisa,,,,,62.2406,25.7467,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat unconfident,Q15|Q71|Q62
12/12/2024 22:21,12/12/2024 22:23,IP Address,41.150.253.117,100,130,TRUE,12/12/2024 22:23,R_8jZhWZyxVIyYIzP,,,,,-25.7599,28.2604,anonymous,EN,I Agree,Conservative,AI-generated,Somewhat confident,Q15|Q80|Q62
12/12/2024 22:21,12/12/2024 22:23,IP Address,187.188.23.157,100,119,TRUE,12/12/2024 22:23,R_12Xhxfgrx8Ssd5X,,,,,20.6381,-103.348,anonymous,EN,I Agree,Neutral,AI-generated,Somewhat confident,Q15|Q75|Q62
12/12/2024 22:20,12/12/2024 22:23,IP Address,41.144.37.189,100,197,TRUE,12/12/2024 22:23,R_2dKVZgNVoggZxEx,,,,,-29.8556,31.0449,anonymous,EN,I Agree,Conservative,Human-generated,Very confident,Q15|Q74|Q62
12/12/2024 22:21,12/12/2024 22:23,IP Address,78.88.119.197,100,111,TRUE,12/12/2024 22:23,R_2XoAMn4Mdh4CfGQ,,,,,52.4215,16.9044,anonymous,EN,I Agree,Liberal,AI-generated,Somewhat confident,Q15|Q78|Q62
12/12/2024 22:23,12/12/2024 22:23,IP Address,102.221.118.132,100,27,TRUE,12/12/2024 22:23,R_84MDaU2F1aCAiBo,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Conservative,Human-generated,Somewhat confident,Q15|Q80|Q62
12/12/2024 22:20,12/12/2024 22:23,IP Address,41.13.4.214,100,197,TRUE,12/12/2024 22:23,R_2X6B7y7QBh2avO9,,,,,-26.2309,28.0583,anonymous,EN,I Agree,Very liberal,AI-generated,Somewhat confident,Q15|Q86|Q62
